street,blocks,miles,pavement_min_ft,pavement_max_ft,shoulder_each_side_ft_worst,blocks_already_nrr,miles_already_nrr
SW CONDOR LN,1,0.099,18,18,0.0,1,0.099
NW 32ND AVE,2,0.098,24,28,5.0,0,0.0
N IDA AVE,2,0.098,22,24,3.0,0,0.0
SE 138TH PL,3,0.098,20,26,4.0,0,0.0
SW POMONA ST,2,0.098,22,32,7.0,0,0.0
SW HEATHER LN,1,0.098,18,18,0.0,1,0.098
NW RIVERSCAPE ST,2,0.098,33,33,7.5,0,0.0
N KALMAR ST,1,0.098,12,12,-3.0,1,0.098
SW EXCALIBUR PL,1,0.097,30,30,6.0,0,0.0
NW HENRY CT,1,0.097,28,28,5.0,0,0.0
SE PINERIDGE CT,1,0.096,28,28,5.0,0,0.0
SW GAINES ST,2,0.096,28,36,9.0,0,0.0
SW TAYLORS FERRY RD,1,0.096,24,24,3.0,0,0.0
SE 171ST DR,1,0.096,32,32,7.0,0,0.0
SW PENNOYER ST,1,0.095,36,36,9.0,0,0.0
SW SEMLER WAY,1,0.095,28,28,5.0,0,0.0
SW CURRY ST,2,0.095,12,36,9.0,1,0.048
SW ERICWOOD LN,1,0.094,30,30,6.0,0,0.0
NW HOPEDALE CT,1,0.094,28,28,5.0,0,0.0
SW CHELTENHAM DR,1,0.094,28,28,5.0,0,0.0
SW 59TH CT,1,0.094,26,26,4.0,0,0.0
SW ROBERT CT,1,0.093,28,28,5.0,0,0.0
SE CRYSTAL VIEW DR,1,0.093,32,32,7.0,0,0.0
NW TERRACEVIEW CT,1,0.093,28,28,5.0,0,0.0
SE GAIBLER LN,1,0.093,21,21,1.5,0,0.0
SW SNYDER PL,2,0.092,28,28,5.0,0,0.0
SE ANDEREGG LOOP,2,0.092,26,26,4.0,0,0.0
NE WILLOW ST,1,0.092,28,28,5.0,0,0.0
SW KINGS CT,1,0.092,36,36,9.0,0,0.0
NE MALTBY ST,1,0.092,30,30,6.0,0,0.0
N WINDLE ST,1,0.091,24,24,3.0,0,0.0
SE PLATT AVE,2,0.091,23,23,2.5,0,0.0
NW BAILEY ST,1,0.091,14,14,-2.0,1,0.091
SW ALFRED CT,1,0.091,12,12,-3.0,1,0.091
SW 36TH CT,2,0.091,28,28,5.0,0,0.0
N CAMBRIDGE AVE,1,0.091,26,26,4.0,0,0.0
SW AUDREY LN,1,0.09,16,16,-1.0,1,0.09
SW GUNTHER LN,1,0.089,16,16,-1.0,1,0.089
NE WINONA ST,1,0.089,36,36,9.0,0,0.0
SW CARL PL,1,0.088,20,20,1.0,0,0.0
NW NORFOLK CT,1,0.088,28,28,5.0,0,0.0
SE KNAPP LN,1,0.087,32,32,7.0,0,0.0
SE ORANGE AVE,2,0.087,24,24,3.0,0,0.0
SE SPOKANE CT,2,0.087,26,26,4.0,0,0.0
SW WHITAKER ST,2,0.087,36,36,9.0,0,0.0
NE BALDWIN ST,1,0.086,24,24,3.0,0,0.0
SW 12TH PL,2,0.086,28,28,5.0,0,0.0
SE 143RD CT,2,0.086,28,28,5.0,0,0.0
SE ASH PL,1,0.086,30,30,6.0,0,0.0
SW EAGLES NEST LN,1,0.085,28,28,5.0,0,0.0
SW PORTER ST,2,0.085,36,36,9.0,0,0.0
SE MAPLE AVE,2,0.084,24,24,3.0,0,0.0
N LOMBARD WAY,1,0.084,36,36,9.0,0,0.0
SE 91ST PL,1,0.084,26,26,4.0,0,0.0
SE 119TH CT,1,0.084,32,32,7.0,0,0.0
SE EXETER DR,1,0.084,25,25,3.5,0,0.0
SW WOODLEE HEIGHTS AVE,2,0.084,32,32,7.0,0,0.0
NE 7TH PL,1,0.084,28,28,5.0,0,0.0
SE GLADSTONE CT,1,0.084,32,32,7.0,0,0.0
SE POPLAR AVE,2,0.083,24,24,3.0,0,0.0
SW 42ND PL,1,0.083,30,30,6.0,0,0.0
SW 6TH PL,1,0.083,28,28,5.0,0,0.0
SW GASTON AVE,1,0.082,18,18,0.0,1,0.082
SW TERRI CT,1,0.082,32,32,7.0,0,0.0
SW JULIA ST,1,0.082,14,14,-2.0,1,0.082
SW 29TH PL,2,0.082,24,32,7.0,0,0.0
SW CABLE AVE,1,0.082,12,12,-3.0,1,0.082
SE LYDIA CT,1,0.081,32,32,7.0,0,0.0
NE 96TH AVE,1,0.081,21,21,1.5,0,0.0
SE HAWK CT,1,0.081,28,28,5.0,0,0.0
SE 122ND AVE FRONTAGE RD,1,0.081,26,26,4.0,0,0.0
SW OPHELIA ST,1,0.081,32,32,7.0,0,0.0
NE JEWELL ST,2,0.081,32,32,7.0,0,0.0
SW VINCENT PL,1,0.081,28,28,5.0,0,0.0
SW MEADE ST,2,0.081,36,36,9.0,0,0.0
NW AVOCET LN,1,0.08,26,26,4.0,0,0.0
SW MITCHELL LN,1,0.08,18,18,0.0,1,0.08
NE MILTON CT,3,0.08,32,36,9.0,0,0.0
N BEECH ST,2,0.079,36,36,9.0,0,0.0
SW FLORENCE LN,1,0.079,32,32,7.0,0,0.0
SW MADISON CT,1,0.079,32,32,7.0,0,0.0
NE 126TH CT,1,0.079,32,32,7.0,0,0.0
NW LURAY CIRCUS,1,0.079,18,18,0.0,1,0.079
SW BRAE MAR CT,1,0.079,16,16,-1.0,1,0.079
NE RODNEY CT,1,0.079,30,30,6.0,0,0.0
SE BELMORE ST,2,0.078,26,26,4.0,0,0.0
SW GREENLEAF DR,1,0.078,16,16,-1.0,1,0.078
NE HOLLYROOD CT,1,0.078,28,28,5.0,0,0.0
NW FINZER CT,1,0.078,28,28,5.0,0,0.0
SW BEAVERTON HILLSDALE HWY,1,0.078,20,20,1.0,0,0.0
NE MATHISON PL,1,0.078,28,28,5.0,0,0.0
NE 15TH AVE,2,0.078,36,36,9.0,0,0.0
SW DOWNSVIEW TER,1,0.077,28,28,5.0,0,0.0
SW 9TH PL,1,0.077,20,20,1.0,0,0.0
NE GILHAM AVE,1,0.077,30,30,6.0,0,0.0
N TODD ST,1,0.077,24,24,3.0,0,0.0
NW WINSTON DR,1,0.077,20,20,1.0,0,0.0
SW OAK CREEK DR,2,0.076,32,32,7.0,0,0.0
NW DURRETT ST,1,0.076,26,26,4.0,0,0.0
N ROSELAWN ST,1,0.076,26,26,4.0,0,0.0
SW TEXAS CT,1,0.076,28,28,5.0,0,0.0
NE 61ST PL,1,0.076,26,26,4.0,0,0.0
NE HANCOCK CT,2,0.075,28,32,7.0,0,0.0
N FORTUNE CT,1,0.075,36,36,9.0,0,0.0
NW MACLEAY BLVD,1,0.075,24,24,3.0,0,0.0
NE 50TH PL,1,0.075,20,20,1.0,0,0.0
SE 123RD AVE,1,0.075,28,28,5.0,0,0.0
SE SPRINGWATER DR,1,0.075,24,24,3.0,0,0.0
SW SANTA MONICA ST,2,0.075,30,30,6.0,0,0.0
NE 114TH PL,1,0.074,72,72,27.0,0,0.0
SW FAIRHAVEN LN,1,0.074,24,24,3.0,0,0.0
NE MERGES DR,1,0.074,28,28,5.0,0,0.0
SW COMMONWEALTH AVE,1,0.074,18,18,0.0,1,0.074
NE 109TH CT,1,0.074,28,28,5.0,0,0.0
SW RICHARDSON ST,1,0.074,28,28,5.0,0,0.0
NE 163RD PL,2,0.073,23,23,2.5,0,0.0
SW SHEFFIELD AVE,1,0.073,12,12,-3.0,1,0.073
SW 49TH DR,1,0.073,18,18,0.0,1,0.073
N STANTON ST,1,0.073,36,36,9.0,0,0.0
SW MEDWYN TER,1,0.073,26,26,4.0,0,0.0
NE CRAMER ST,1,0.072,24,24,3.0,0,0.0
SW VACUNA CT,2,0.072,28,28,5.0,0,0.0
SW EVERGREEN LN,1,0.072,14,14,-2.0,1,0.072
SE LAURELHURST PL,1,0.072,28,28,5.0,0,0.0
N FAIRPORT PL,1,0.072,24,24,3.0,0,0.0
NW FLEISCHNER ST,1,0.072,26,26,4.0,0,0.0
SE BELMONT ST,1,0.072,17,17,-0.5,1,0.072
SW VALONA WAY,1,0.072,20,20,1.0,0,0.0
SE EAST VIEW CT,1,0.071,26,26,4.0,0,0.0
SW RADCLIFFE LN,1,0.071,12,12,-3.0,1,0.071
SE 131ST PL,2,0.071,32,32,7.0,0,0.0
SW DOUGLAS PL,1,0.071,26,26,4.0,0,0.0
N WARREN ST,1,0.071,36,36,9.0,0,0.0
SW CANBY LN,1,0.07,32,32,7.0,0,0.0
SE OGDEN CT,1,0.07,16,16,-1.0,1,0.07
NE BILLINGHER DR,1,0.069,28,28,5.0,0,0.0
SW GRENWOLDE PL,1,0.069,20,20,1.0,0,0.0
SE 134TH PL,1,0.069,32,32,7.0,0,0.0
SW STONEBROOK CT,1,0.069,28,28,5.0,0,0.0
NE GRAHAM PL,1,0.069,24,24,3.0,0,0.0
SW MENEFEE LN,1,0.069,12,12,-3.0,1,0.069
N ELMORE AVE,1,0.068,28,28,5.0,0,0.0
SW 9TH DR,1,0.068,22,22,2.0,0,0.0
SE BUSH PL,1,0.068,26,26,4.0,0,0.0
SE RHONE CT,1,0.068,16,16,-1.0,1,0.068
SE NEHALEM CT,1,0.068,26,26,4.0,0,0.0
N MORRIS ST,1,0.068,34,34,8.0,0,0.0
SE CRYSTAL CT,1,0.068,32,32,7.0,0,0.0
NW UNNAMED RD,2,0.068,15,15,-1.5,2,0.068
NW ASH CT,1,0.068,28,28,5.0,0,0.0
NW ABERNETHY RD,1,0.068,26,26,4.0,0,0.0
SW CHELTENHAM CT,1,0.068,16,16,-1.0,1,0.068
SE MEADOWLAND CT,1,0.067,26,26,4.0,0,0.0
SW 26TH PL,1,0.067,20,20,1.0,0,0.0
NE EMERSON CT,1,0.067,28,28,5.0,0,0.0
NE 33RD AVE-LOMBARD ST RAMP,1,0.067,22,22,2.0,0,0.0
SE GILHAM AVE,1,0.066,26,26,4.0,0,0.0
SE 129TH PL,1,0.066,20,20,1.0,0,0.0
NE 88TH PL,1,0.065,28,28,5.0,0,0.0
SW STREAMSIDE DR,2,0.065,28,28,5.0,0,0.0
SW CARTER LN,1,0.065,26,26,4.0,0,0.0
NW MILL RIDGE RD,1,0.065,32,32,7.0,0,0.0
NE 157TH PL,1,0.065,28,28,5.0,0,0.0
SE SAWTOOTH ST,1,0.064,24,24,3.0,0,0.0
SW RICHENBERG CT,1,0.064,32,32,7.0,0,0.0
SW RIDGEVIEW LN,1,0.064,21,21,1.5,0,0.0
SW 61ST PL,1,0.064,28,28,5.0,0,0.0
SE LEE ANNA WAY,1,0.064,30,30,6.0,0,0.0
N MONROE ST,1,0.064,36,36,9.0,0,0.0
SE 126TH AVE,1,0.064,28,28,5.0,0,0.0
N COOK ST,1,0.063,32,32,7.0,0,0.0
N FARGO ST,1,0.063,36,36,9.0,0,0.0
NW 31ST AVE,1,0.063,24,24,3.0,0,0.0
SE IVON CT,1,0.063,25,25,3.5,0,0.0
SE 143RD PL,1,0.063,32,32,7.0,0,0.0
SE 114TH CT,1,0.062,28,28,5.0,0,0.0
N DICKENS ST,1,0.062,24,24,3.0,0,0.0
SE 80TH PL,1,0.062,32,32,7.0,0,0.0
NW BENSON CT,1,0.062,28,28,5.0,0,0.0
NE 46TH PL,1,0.062,30,30,6.0,0,0.0
NW SUMMIT CT,1,0.062,24,24,3.0,0,0.0
NE PORTLAND BOULEVARD CT,1,0.061,30,30,6.0,0,0.0
NE ST GEORGE ST,1,0.061,20,20,1.0,0,0.0
SW BERTHA AVE,1,0.061,28,28,5.0,0,0.0
SW 61ST CT,2,0.061,32,33,7.5,0,0.0
N EASY ST,1,0.061,14,14,-2.0,1,0.061
SW HUNT CLUB PL,1,0.061,26,26,4.0,0,0.0
NW MARCIA ST,1,0.061,18,18,0.0,1,0.061
SW ST HELENS CT,1,0.061,28,28,5.0,0,0.0
N PIERCE AVE,1,0.06,20,20,1.0,0,0.0
SW PARKSIDE LN,1,0.06,9,9,-4.5,1,0.06
SW LOCUST ST,1,0.06,30,30,6.0,0,0.0
SW ENGLISH LN,1,0.059,24,24,3.0,0,0.0
NW 48TH AVE,1,0.059,22,22,2.0,0,0.0
SW LURADEL LN,1,0.059,28,28,5.0,0,0.0
SE 159TH PL,1,0.059,20,20,1.0,0,0.0
SE 90TH PL,1,0.059,32,32,7.0,0,0.0
SW NEHALEM CT,1,0.059,18,18,0.0,1,0.059
NE 47TH PL,1,0.058,20,20,1.0,0,0.0
SE JOHNSTON DR,1,0.058,23,23,2.5,0,0.0
SW TYROL ST,1,0.058,24,24,3.0,0,0.0
NE SPRINGBROOK ST,1,0.058,32,32,7.0,0,0.0
SW TAYLOR ST,1,0.058,36,36,9.0,0,0.0
N BRUCE AVE,1,0.057,28,28,5.0,0,0.0
N GILBERT PL,1,0.057,30,30,6.0,0,0.0
SW CASCADE DR,1,0.057,14,14,-2.0,1,0.057
SW ALTADENA TER,1,0.057,18,18,0.0,1,0.057
SW 58TH CT,1,0.056,26,26,4.0,0,0.0
SE BROOKLYN CT,2,0.056,26,50,16.0,0,0.0
NE 159TH CT,1,0.056,20,20,1.0,0,0.0
N PORTSMOUTH AVE,1,0.056,50,50,16.0,0,0.0
N WESTANNA CT,1,0.056,30,30,6.0,0,0.0
NW VERNON CT,1,0.055,20,20,1.0,0,0.0
SE 141ST PL,1,0.055,26,26,4.0,0,0.0
SW SELLING CT,1,0.055,28,28,5.0,0,0.0
SE 130TH PL,1,0.055,28,28,5.0,0,0.0
SW DAVENPORT LN,1,0.055,12,12,-3.0,1,0.055
SW 69TH AVE,1,0.055,22,22,2.0,0,0.0
NE 66TH PL,1,0.054,36,36,9.0,0,0.0
SE BUFORD CT,1,0.054,23,23,2.5,0,0.0
NE 124TH PL,2,0.054,28,32,7.0,0,0.0
SE EQUESTRIAN WAY,1,0.054,26,26,4.0,0,0.0
SW CROSS AVE,1,0.054,18,18,0.0,1,0.054
SW KARLA CT,1,0.054,28,28,5.0,0,0.0
NW VALLEY VIEW LN,1,0.053,20,20,1.0,0,0.0
SW 22ND PL,1,0.053,14,14,-2.0,1,0.053
NW SKYVIEW CT,1,0.053,28,28,5.0,0,0.0
SE HENDERSON CT,1,0.053,22,22,2.0,0,0.0
NE 147TH AVE,2,0.053,12,13,-2.5,2,0.053
SE ELSASSER LN,1,0.053,32,32,7.0,0,0.0
NE SCHUYLER CT,1,0.053,32,32,7.0,0,0.0
SE KNAPP CT,1,0.052,28,28,5.0,0,0.0
N EDGEWATER ST,1,0.052,18,18,0.0,1,0.052
SW 63RD PL,1,0.052,32,32,7.0,0,0.0
SW ABERNETHY ST,1,0.052,12,12,-3.0,1,0.052
N MENLO AVE,1,0.052,28,28,5.0,0,0.0
SE 161ST AVE,1,0.052,28,28,5.0,0,0.0
SE 15TH PL,1,0.052,28,28,5.0,0,0.0
SE 118TH PL,1,0.052,24,24,3.0,0,0.0
SE WOODWARD PL,1,0.052,32,32,7.0,0,0.0
NW SHEPARD ST,1,0.052,14,14,-2.0,1,0.052
SW JEFFERSON ST,1,0.052,14,14,-2.0,1,0.052
N ADRIATIC AVE,2,0.051,28,30,6.0,0,0.0
SW COLLEGE ST,1,0.051,26,26,4.0,0,0.0
SW BANCROFT CT,1,0.051,24,24,3.0,0,0.0
SW FAIRMOUNT BLVD,1,0.051,12,12,-3.0,1,0.051
NW 34TH AVE,1,0.051,24,24,3.0,0,0.0
NW WINCHESTER TER,1,0.051,18,18,0.0,1,0.051
SE TESSA ST,1,0.051,25,25,3.5,0,0.0
SW MONTGOMERY ST,1,0.051,40,40,11.0,0,0.0
SW TERWILLIGER PL,1,0.05,28,28,5.0,0,0.0
N GRAVENSTEIN AVE,1,0.05,28,28,5.0,0,0.0
N ESPERANZA ST,1,0.05,29,29,5.5,0,0.0
SE 136TH PL,2,0.05,32,32,7.0,0,0.0
NE FIR AVE,1,0.05,28,28,5.0,0,0.0
SW BARBUR BLVD FRONTAGE RD,1,0.05,18,18,0.0,1,0.05
NE ASHLEY ST,1,0.05,29,29,5.5,0,0.0
SE 117TH PL,1,0.049,28,28,5.0,0,0.0
N KILLINGSWORTH ST,1,0.049,34,34,8.0,0,0.0
SW HOWARDS WAY,1,0.049,28,28,5.0,0,0.0
NE 3RD AVE,1,0.049,36,36,9.0,0,0.0
N GAMMANS PL,1,0.049,24,24,3.0,0,0.0
NE 1ST AVE,1,0.049,36,36,9.0,0,0.0
N PAGE ST,1,0.049,36,36,9.0,0,0.0
N MATHER PL,1,0.049,24,24,3.0,0,0.0
SW TERLYN CT,1,0.049,28,28,5.0,0,0.0
N TAFT AVE,1,0.049,30,30,6.0,0,0.0
N SALEM AVE,1,0.049,30,30,6.0,0,0.0
NE 58TH CT,1,0.049,10,10,-4.0,1,0.049
NE HILL WAY,1,0.049,28,28,5.0,0,0.0
NE 155TH CT,1,0.049,32,32,7.0,0,0.0
SE CREST CT,1,0.048,26,26,4.0,0,0.0
SW TALBOT PL,1,0.048,18,18,0.0,1,0.048
SE 80TH CT,1,0.048,20,20,1.0,0,0.0
SE CESAR E CHAVEZ BLVD,1,0.047,24,24,3.0,0,0.0
SE 154TH PL,1,0.047,26,26,4.0,0,0.0
NW SLOCUM WAY,1,0.047,32,32,7.0,0,0.0
SW TICHNER DR,1,0.046,23,23,2.5,0,0.0
NW ROANOKE ST,1,0.046,24,24,3.0,0,0.0
SE BOISE CT,1,0.046,17,17,-0.5,1,0.046
NE PRESCOTT DR,1,0.046,44,44,13.0,0,0.0
SE 60TH PL,1,0.046,29,29,5.5,0,0.0
NW GROCE ST,1,0.045,20,20,1.0,0,0.0
SW EDGEMONT PL,1,0.045,18,18,0.0,1,0.045
NW CAXTON CT,1,0.045,28,28,5.0,0,0.0
SE 168TH PL,1,0.045,28,28,5.0,0,0.0
SE ELVA ST,1,0.045,20,20,1.0,0,0.0
SW LANE ST,1,0.045,32,32,7.0,0,0.0
SE 16TH PL,1,0.045,28,28,5.0,0,0.0
NW RAINIER TER,1,0.045,16,16,-1.0,1,0.045
NW BRITTNEY CT,1,0.044,28,28,5.0,0,0.0
SE 163RD PL,1,0.044,32,32,7.0,0,0.0
NE TILLAMOOK CT,2,0.044,28,32,7.0,0,0.0
SW FLORIDA CT,1,0.044,30,30,6.0,0,0.0
NE 110TH PL,1,0.044,22,22,2.0,0,0.0
NW POTTERS CT,1,0.044,28,28,5.0,0,0.0
SW COUNCIL CREST DR,1,0.044,18,18,0.0,1,0.044
SE MARY JEAN CT,1,0.043,20,20,1.0,0,0.0
NW RAPIDAN TER,1,0.043,18,18,0.0,1,0.043
NE FAIRWAY DR,1,0.043,23,23,2.5,0,0.0
SE HARNEY CT,1,0.043,17,17,-0.5,1,0.043
SW ALTA MIRA CIR,1,0.043,28,28,5.0,0,0.0
SE 68TH PL,1,0.043,28,28,5.0,0,0.0
SE 156TH PL,1,0.043,32,32,7.0,0,0.0
NE BRYANT CT,1,0.043,28,28,5.0,0,0.0
SW 56TH CT,2,0.043,26,30,6.0,0,0.0
SE MALDEN DR,1,0.043,22,22,2.0,0,0.0
NE 133RD PL,1,0.042,28,28,5.0,0,0.0
NE 45TH PL,1,0.042,24,24,3.0,0,0.0
SW REDONDO AVE,1,0.042,30,30,6.0,0,0.0
NE 141ST PL,1,0.042,26,26,4.0,0,0.0
SE FLORAL PL,1,0.041,28,28,5.0,0,0.0
SE EASTRIDGE CT,1,0.041,28,28,5.0,0,0.0
SE LENNON CT,1,0.041,26,26,4.0,0,0.0
NE MILTON PL,1,0.041,32,32,7.0,0,0.0
SW LAFAYETTE PL,1,0.041,24,24,3.0,0,0.0
SW BEAVERTON CT,1,0.04,12,12,-3.0,1,0.04
SW PLUM ST,1,0.04,20,20,1.0,0,0.0
NW FOLEY CT,1,0.04,28,28,5.0,0,0.0
SE FIRCREST CT,1,0.04,28,28,5.0,0,0.0
SE 163RD AVE,1,0.04,32,32,7.0,0,0.0
SW CAPITOL HWY,1,0.04,30,30,6.0,0,0.0
SW DAVENPORT CT,1,0.04,18,18,0.0,1,0.04
SW BRIDLEMILE CT,1,0.04,24,24,3.0,0,0.0
NE 152ND CT,1,0.04,32,32,7.0,0,0.0
NW MIDWAY AVE,1,0.039,14,14,-2.0,1,0.039
N EMERSON CT,1,0.039,24,24,3.0,0,0.0
NW RAINMONT RD,1,0.039,32,32,7.0,0,0.0
SW PEACEFUL LN,1,0.039,40,40,11.0,0,0.0
SW MERLIN CT,1,0.038,30,30,6.0,0,0.0
N CRAMER ST,1,0.038,30,30,6.0,0,0.0
SW 60TH CT,1,0.038,28,28,5.0,0,0.0
NE ROCKY BUTTE LN,1,0.038,28,28,5.0,0,0.0
N FOSS CT,1,0.038,26,26,4.0,0,0.0
NE 154TH CT,1,0.037,32,32,7.0,0,0.0
SW 56TH PL,1,0.037,28,28,5.0,0,0.0
NE LOMBARD ST-33RD AVE RAMP,1,0.037,22,22,2.0,0,0.0
NW BURKHARDT CT,1,0.037,28,28,5.0,0,0.0
N FOWLER CT,1,0.037,28,28,5.0,0,0.0
NW LOVEJOY ST,1,0.037,28,28,5.0,0,0.0
SE ANKENY CT,1,0.037,32,32,7.0,0,0.0
SW JULIA CT,1,0.037,28,28,5.0,0,0.0
SE CARUTHERS CT,1,0.037,20,20,1.0,0,0.0
NW 3RD CT,1,0.037,10,10,-4.0,1,0.037
SW MARTHA CT,1,0.036,20,20,1.0,0,0.0
SW TRAIL CT,1,0.036,32,32,7.0,0,0.0
NW RUNNYMEADE CT,1,0.036,28,28,5.0,0,0.0
SE POWELL VIEW CT,1,0.036,26,26,4.0,0,0.0
SW HUBER CT,1,0.036,26,26,4.0,0,0.0
SW TWOMBLY AVE,1,0.036,20,20,1.0,0,0.0
SE EVERGREEN CT,1,0.035,28,28,5.0,0,0.0
SE 152ND PL,1,0.035,32,32,7.0,0,0.0
SW PARKSIDE DR,1,0.035,24,24,3.0,0,0.0
NE ROSE PARKWAY CT,1,0.035,32,32,7.0,0,0.0
NE 155TH PL,1,0.035,32,32,7.0,0,0.0
NE STANTON PL,1,0.035,32,32,7.0,0,0.0
N SEWARD CT,1,0.035,30,30,6.0,0,0.0
NW MAYER CT,1,0.035,28,28,5.0,0,0.0
SW BENTLY CT,1,0.034,32,32,7.0,0,0.0
SW HILLCREST PL,1,0.034,10,10,-4.0,1,0.034
SW 48TH WAY,1,0.034,32,32,7.0,0,0.0
NE BLUE HERON CT,1,0.034,23,23,2.5,0,0.0
SW 23RD AVE,1,0.034,22,22,2.0,0,0.0
N WALL AVE,1,0.034,28,28,5.0,0,0.0
SW 21ST CT,1,0.034,26,26,4.0,0,0.0
NW MILLER RD,1,0.033,26,26,4.0,0,0.0
SE 93RD CT,1,0.033,32,32,7.0,0,0.0
SE 140TH CT,1,0.033,26,26,4.0,0,0.0
SW 64TH DR,1,0.033,32,32,7.0,0,0.0
NW SEBLAR CT,1,0.033,28,28,5.0,0,0.0
NE 160TH PL,1,0.033,28,28,5.0,0,0.0
SW PALLAY CT,1,0.033,26,26,4.0,0,0.0
SE 52ND PL,1,0.033,30,30,6.0,0,0.0
SW 64TH CT,1,0.033,28,28,5.0,0,0.0
N POWERS ST,1,0.032,20,20,1.0,0,0.0
SW BUENAVISTA PL,1,0.032,12,12,-3.0,1,0.032
NE MORRIS PL,1,0.032,28,28,5.0,0,0.0
SE BALDRY ST,1,0.032,23,23,2.5,0,0.0
NE 154TH PL,1,0.032,32,32,7.0,0,0.0
SW ELIZABETH CT,1,0.032,28,28,5.0,0,0.0
NW MEARES DR,1,0.032,33,33,7.5,0,0.0
NE WEBSTER CT,1,0.032,32,32,7.0,0,0.0
SW DOSCHDALE CT,1,0.032,30,30,6.0,0,0.0
NE 127TH PL,1,0.032,32,32,7.0,0,0.0
SE 166TH CT,1,0.031,28,28,5.0,0,0.0
SE 68TH CT,1,0.031,28,28,5.0,0,0.0
SE 108TH CT,1,0.031,20,20,1.0,0,0.0
N KISKA CT,1,0.031,30,30,6.0,0,0.0
SW 30TH PL,1,0.031,26,26,4.0,0,0.0
NW QUEENS DR,1,0.031,12,12,-3.0,1,0.031
NW NEW HOPE CT,1,0.031,28,28,5.0,0,0.0
NE FARGO PL,1,0.031,28,28,5.0,0,0.0
SW ENGLISH CT,1,0.03,15,15,-1.5,1,0.03
SW CAMELOT LN,1,0.03,30,30,6.0,0,0.0
NE 101ST AVE,1,0.029,38,38,10.0,0,0.0
NE 125TH PL,1,0.029,32,32,7.0,0,0.0
NW 16TH AVE,1,0.029,33,33,7.5,0,0.0
NW BARNSLEY CT,1,0.029,28,28,5.0,0,0.0
SE 101ST PL,1,0.029,32,32,7.0,0,0.0
SE 81ST PL,1,0.029,26,26,4.0,0,0.0
SE BYBEE CT,1,0.029,20,20,1.0,0,0.0
SW 66TH AVE,1,0.029,30,30,6.0,0,0.0
SE RURAL CT,1,0.029,20,20,1.0,0,0.0
SW CHESTNUT ST,1,0.029,28,28,5.0,0,0.0
NW 18TH AVE,1,0.029,33,33,7.5,0,0.0
SW WAPATO AVE,1,0.028,24,24,3.0,0,0.0
SW LURADEL CT,1,0.028,28,28,5.0,0,0.0
NW ASHBY CT,1,0.028,28,28,5.0,0,0.0
SW ALDEN ST,1,0.028,30,30,6.0,0,0.0
SW GREENLEAF CT,1,0.028,10,10,-4.0,1,0.028
SE SALMON CT,1,0.028,18,18,0.0,1,0.028
SW ORCHID CT,1,0.028,32,32,7.0,0,0.0
SW HILLCREST DR,1,0.028,18,18,0.0,1,0.028
SW HILEN CT,1,0.028,28,28,5.0,0,0.0
SW LODI LN,1,0.028,17,17,-0.5,1,0.028
SE 161ST CT,1,0.027,32,32,7.0,0,0.0
NE ANDRA PL,1,0.027,28,28,5.0,0,0.0
NE LIJA LOOP,1,0.027,20,20,1.0,0,0.0
SW ISABELLA ST,1,0.027,16,16,-1.0,1,0.027
SW BLACKSTONE LN,1,0.027,10,10,-4.0,1,0.027
SW HUDDLESON ST,1,0.027,32,32,7.0,0,0.0
SW PATRICK WAY,1,0.027,18,18,0.0,1,0.027
SE 125TH PL,1,0.026,44,44,13.0,0,0.0
SW SIERRA VISTA DR,1,0.026,28,28,5.0,0,0.0
NW BULLFINCH PL,1,0.026,24,24,3.0,0,0.0
SW TARA CT,1,0.026,32,32,7.0,0,0.0
N REVERE ST,1,0.026,9,9,-4.5,1,0.026
SW 53RD CT,1,0.026,28,28,5.0,0,0.0
NW LANGLEY CT,1,0.026,28,28,5.0,0,0.0
SW 28TH PL,1,0.026,32,32,7.0,0,0.0
SE 149TH PL,1,0.026,32,32,7.0,0,0.0
SE 139TH CT,1,0.025,26,26,4.0,0,0.0
SW MURRAY LN,1,0.025,24,24,3.0,0,0.0
NE 156TH PL,1,0.025,32,32,7.0,0,0.0
NW SAWYER CT,1,0.025,28,28,5.0,0,0.0
SW MILL STREET TER,1,0.025,18,18,0.0,1,0.025
SE TINDALL CIR,1,0.025,28,28,5.0,0,0.0
SE CRYSTAL ST,1,0.025,28,28,5.0,0,0.0
SW WEST POINT CT,1,0.024,20,20,1.0,0,0.0
NE 152ND PL,1,0.024,28,28,5.0,0,0.0
N SMITH CT,1,0.024,30,30,6.0,0,0.0
NW PINNACLE CT,1,0.024,32,32,7.0,0,0.0
NW SICHEL CT,1,0.024,28,28,5.0,0,0.0
SW HOMAR AVE,1,0.024,24,24,3.0,0,0.0
NE 16TH CT,1,0.024,23,23,2.5,0,0.0
SW PARK AVE,1,0.024,36,36,9.0,0,0.0
SE RAMONA CT,1,0.023,20,20,1.0,0,0.0
SW PLUM CIR,1,0.023,32,32,7.0,0,0.0
SE BELMORE HTS,1,0.022,26,26,4.0,0,0.0
NE 158TH CT,1,0.022,32,32,7.0,0,0.0
SE INSLEY CT,1,0.022,20,20,1.0,0,0.0
NE LAS BRISAS CT,1,0.021,23,23,2.5,0,0.0
SW LUCILLE ST,1,0.021,18,18,0.0,1,0.021
NW LOGAN CT,1,0.021,22,22,2.0,0,0.0
